timestamp,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH),newtimestamp
2019-07-07 02-37-35,42,39,42,39,07/07/19 2:35
2019-07-07 02-42-36,42,39,42,39,07/07/19 2:40
2019-07-07 02-47-37,42,39,42,39,07/07/19 2:45
2019-07-07 02-52-38,42,39,42,39,07/07/19 2:50
2019-07-07 02-57-39,42,39,42,39,07/07/19 2:55
2019-07-07 03-02-40,42,39,42,39,07/07/19 3:00
2019-07-07 03-07-41,42,39,42,39,07/07/19 3:05
2019-07-07 03-12-42,42,39,42,39,07/07/19 3:10
2019-07-07 03-17-43,42,39,42,39,07/07/19 3:15
2019-07-07 03-22-44,42,39,42,39,07/07/19 3:20
2019-07-07 03-27-45,42,39,42,39,07/07/19 3:25
2019-07-07 03-32-46,42,39,42,39,07/07/19 3:30
2019-07-07 03-37-46,42,39,42,39,07/07/19 3:35
2019-07-07 03-42-47,42,39,42,39,07/07/19 3:40
2019-07-07 03-47-48,42,39,42,39,07/07/19 3:45
2019-07-07 03-52-49,42,39,42,39,07/07/19 3:50
2019-07-07 03-57-50,42,39,42,39,07/07/19 3:55
2019-07-07 04-02-51,42,39,42,39,07/07/19 4:00
2019-07-07 04-07-52,42,39,42,39,07/07/19 4:05
2019-07-07 04-12-53,42,39,42,39,07/07/19 4:10
2019-07-07 04-17-54,42,39,42,39,07/07/19 4:15
2019-07-07 04-22-55,42,39,42,39,07/07/19 4:20
2019-07-07 04-27-56,42,39,42,39,07/07/19 4:25
2019-07-07 04-32-57,42,39,42,39,07/07/19 4:30
2019-07-07 04-37-58,42,39,42,39,07/07/19 4:35
2019-07-07 04-42-59,42,39,42,39,07/07/19 4:40
2019-07-07 04-48-00,42,39,42,39,07/07/19 4:45
2019-07-07 04-53-01,42,39,42,39,07/07/19 4:50
2019-07-07 04-58-02,42,39,42,39,07/07/19 4:55
2019-07-07 05-03-03,42,39,42,39,07/07/19 5:00
2019-07-07 05-08-04,42,39,42,39,07/07/19 5:05
2019-07-07 05-13-05,42,39,42,39,07/07/19 5:10
2019-07-07 05-18-06,42,39,42,39,07/07/19 5:15
2019-07-07 05-23-07,42,39,42,39,07/07/19 5:20
2019-07-07 05-28-08,42,39,42,39,07/07/19 5:25
2019-07-07 05-33-09,42,39,42,39,07/07/19 5:30
2019-07-07 05-38-10,42,39,42,39,07/07/19 5:35
2019-07-07 05-43-11,42,39,42,39,07/07/19 5:40
2019-07-07 05-48-12,42,39,42,39,07/07/19 5:45
2019-07-07 05-53-13,42,39,42,39,07/07/19 5:50
2019-07-07 05-58-14,42,39,42,39,07/07/19 5:55
2019-07-07 06-03-15,42,39,42,39,07/07/19 6:00
2019-07-07 06-08-16,42,39,42,39,07/07/19 6:05
2019-07-07 06-13-17,42,39,42,39,07/07/19 6:10
2019-07-07 06-18-18,42,39,42,39,07/07/19 6:15
2019-07-07 06-23-19,42,39,42,39,07/07/19 6:20
2019-07-07 06-28-20,42,39,42,39,07/07/19 6:25
2019-07-07 06-33-21,42,39,42,39,07/07/19 6:30
2019-07-07 06-38-21,42,39,42,39,07/07/19 6:35
2019-07-07 06-43-22,42,39,42,39,07/07/19 6:40
2019-07-07 06-48-23,42,39,42,39,07/07/19 6:45
2019-07-07 06-53-24,42,39,42,39,07/07/19 6:50
2019-07-07 06-58-25,42,39,42,39,07/07/19 6:55
2019-07-07 07-03-26,42,39,42,39,07/07/19 7:00
2019-07-07 07-08-27,42,39,42,39,07/07/19 7:05
2019-07-07 07-13-28,42,39,42,39,07/07/19 7:10
2019-07-07 07-18-29,42,39,42,39,07/07/19 7:15
2019-07-07 07-23-30,42,39,42,39,07/07/19 7:20
2019-07-07 07-28-31,42,39,42,39,07/07/19 7:25
2019-07-07 07-33-32,42,39,42,39,07/07/19 7:30
2019-07-07 07-38-32,42,39,42,39,07/07/19 7:35
2019-07-07 07-43-33,42,39,42,39,07/07/19 7:40
2019-07-07 07-48-34,42,39,42,39,07/07/19 7:45
2019-07-07 07-53-35,42,39,42,39,07/07/19 7:50
2019-07-07 07-58-36,42,39,42,39,07/07/19 7:55
2019-07-07 08-03-37,41,40,41,40,07/07/19 8:00
2019-07-07 08-08-38,41,40,41,40,07/07/19 8:05
2019-07-07 08-13-39,41,40,41,40,07/07/19 8:10
2019-07-07 08-18-39,41,40,41,40,07/07/19 8:15
2019-07-07 08-23-40,41,40,41,40,07/07/19 8:20
2019-07-07 08-28-41,41,40,41,40,07/07/19 8:25
2019-07-07 08-33-42,41,40,41,40,07/07/19 8:30
2019-07-07 08-38-43,41,40,41,40,07/07/19 8:35
2019-07-07 08-43-44,41,40,41,40,07/07/19 8:40
2019-07-07 08-48-45,41,40,41,40,07/07/19 8:45
2019-07-07 08-53-46,41,40,41,40,07/07/19 8:50
2019-07-07 08-58-47,41,40,41,40,07/07/19 8:55
2019-07-07 09-03-48,41,40,41,40,07/07/19 9:00
2019-07-07 09-08-49,41,40,41,40,07/07/19 9:05
2019-07-07 09-13-50,41,40,41,40,07/07/19 9:10
2019-07-07 09-18-51,41,40,41,40,07/07/19 9:15
2019-07-07 09-23-52,41,40,41,40,07/07/19 9:20
2019-07-07 09-28-52,41,40,41,40,07/07/19 9:25
2019-07-07 09-33-53,41,40,41,40,07/07/19 9:30
2019-07-07 09-38-54,41,40,41,40,07/07/19 9:35
2019-07-07 09-43-55,41,40,41,40,07/07/19 9:40
2019-07-07 09-48-56,41,40,41,40,07/07/19 9:45
2019-07-07 09-53-56,41,40,41,40,07/07/19 9:50
2019-07-07 09-58-57,41,40,41,40,07/07/19 9:55
2019-07-07 10-03-58,41,40,41,40,07/07/19 10:00
2019-07-07 10-08-59,41,40,41,40,07/07/19 10:05
2019-07-07 10-13-59,41,40,41,40,07/07/19 10:10
2019-07-07 10-19-00,41,40,41,40,07/07/19 10:15
2019-07-07 10-24-01,41,40,41,40,07/07/19 10:20
2019-07-07 10-29-02,41,40,41,40,07/07/19 10:25
2019-07-07 10-34-03,41,40,41,40,07/07/19 10:30
2019-07-07 10-39-04,41,40,41,40,07/07/19 10:35
2019-07-07 10-44-05,41,40,41,40,07/07/19 10:40
2019-07-07 10-49-06,41,40,53,31,07/07/19 10:45
2019-07-07 10-54-07,42,39,42,39,07/07/19 10:50
2019-07-07 10-59-08,42,39,56,29,07/07/19 10:55
2019-07-07 11-04-09,42,39,42,39,07/07/19 11:00
2019-07-07 11-09-10,42,39,42,39,07/07/19 11:05
2019-07-07 11-14-10,42,39,42,39,07/07/19 11:10
2019-07-07 11-19-11,42,39,55,30,07/07/19 11:15
2019-07-07 11-24-12,42,39,61,27,07/07/19 11:20
2019-07-07 11-29-13,42,39,55,30,07/07/19 11:25
2019-07-07 11-34-14,42,39,42,39,07/07/19 11:30
2019-07-07 11-39-15,41,40,41,40,07/07/19 11:35
2019-07-07 11-44-16,42,39,55,30,07/07/19 11:40
2019-07-07 11-49-17,41,40,59,28,07/07/19 11:45
2019-07-07 11-54-18,42,39,42,39,07/07/19 11:50
2019-07-07 11-59-19,42,39,42,39,07/07/19 11:55
2019-07-07 12-04-19,42,39,42,39,07/07/19 12:00
2019-07-07 12-09-20,41,40,59,28,07/07/19 12:05
2019-07-07 12-14-21,42,39,56,29,07/07/19 12:10
2019-07-07 12-19-22,42,39,53,31,07/07/19 12:15
2019-07-07 12-24-23,42,39,55,30,07/07/19 12:20
2019-07-07 12-29-24,42,39,66,25,07/07/19 12:25
2019-07-07 12-34-25,42,39,66,25,07/07/19 12:30
2019-07-07 12-39-26,42,39,61,27,07/07/19 12:35
2019-07-07 12-44-27,41,40,59,28,07/07/19 12:40
2019-07-07 12-49-28,42,39,63,26,07/07/19 12:45
2019-07-07 12-54-29,41,40,53,31,07/07/19 12:50
2019-07-07 12-59-30,42,39,61,27,07/07/19 12:55
2019-07-07 13-04-31,42,39,68,24,07/07/19 13:00
2019-07-07 13-09-32,41,40,68,24,07/07/19 13:05
2019-07-07 13-14-33,42,39,42,39,07/07/19 13:10
2019-07-07 13-19-34,42,39,55,30,07/07/19 13:15
2019-07-07 13-24-36,41,40,41,40,07/07/19 13:20
2019-07-07 13-29-36,42,39,55,30,07/07/19 13:25
2019-07-07 13-34-37,41,40,59,28,07/07/19 13:30
2019-07-07 13-39-38,42,39,59,28,07/07/19 13:35
2019-07-07 13-44-39,42,39,55,30,07/07/19 13:40
2019-07-07 13-49-41,42,39,68,24,07/07/19 13:45
2019-07-07 13-54-42,41,40,63,26,07/07/19 13:50
2019-07-07 13-59-43,41,40,41,40,07/07/19 13:55
2019-07-07 14-04-44,42,39,103,16,07/07/19 14:00
2019-07-07 14-09-45,42,39,91,18,07/07/19 14:05
2019-07-07 14-14-46,42,39,59,28,07/07/19 14:10
2019-07-07 14-19-47,41,40,55,30,07/07/19 14:15
2019-07-07 14-24-47,41,40,55,30,07/07/19 14:20
2019-07-07 14-29-48,41,40,41,40,07/07/19 14:25
2019-07-07 14-34-49,41,40,55,30,07/07/19 14:30
2019-07-07 14-39-50,41,40,75,22,07/07/19 14:35
2019-07-07 14-44-51,42,39,71,23,07/07/19 14:40
2019-07-07 14-49-53,42,39,53,31,07/07/19 14:45
2019-07-07 14-54-54,42,39,42,39,07/07/19 14:50
2019-07-07 14-59-55,42,39,59,28,07/07/19 14:55
2019-07-07 15-04-55,41,40,56,29,07/07/19 15:00
2019-07-07 15-09-56,41,40,56,29,07/07/19 15:05
2019-07-07 15-14-58,42,39,42,39,07/07/19 15:10
2019-07-07 15-19-59,42,39,42,39,07/07/19 15:15
2019-07-07 15-25-00,41,40,41,40,07/07/19 15:20
2019-07-07 15-30-06,42,39,63,26,07/07/19 15:25
2019-07-07 15-35-07,42,39,75,22,07/07/19 15:30
2019-07-07 15-40-08,41,40,63,26,07/07/19 15:35
2019-07-07 15-45-09,41,40,53,31,07/07/19 15:40
2019-07-07 15-50-10,42,39,56,29,07/07/19 15:45
2019-07-07 15-55-11,41,40,51,32,07/07/19 15:50
2019-07-07 16-00-12,41,40,53,31,07/07/19 15:55
2019-07-07 16-05-13,41,40,41,40,07/07/19 16:00
2019-07-07 16-10-14,42,39,59,28,07/07/19 16:05
2019-07-07 16-15-15,42,39,63,26,07/07/19 16:10
2019-07-07 16-20-16,42,39,42,39,07/07/19 16:15
2019-07-07 16-25-17,42,39,42,39,07/07/19 16:20
2019-07-07 16-30-18,41,40,53,31,07/07/19 16:25
2019-07-07 16-35-19,41,40,63,26,07/07/19 16:30
2019-07-07 16-40-20,41,40,41,40,07/07/19 16:35
2019-07-07 16-45-21,41,40,41,40,07/07/19 16:40
2019-07-07 16-50-21,42,39,61,27,07/07/19 16:45
2019-07-07 16-55-22,42,39,68,24,07/07/19 16:50
2019-07-07 17-00-23,41,40,59,28,07/07/19 16:55
2019-07-07 17-05-24,41,40,63,26,07/07/19 17:00
2019-07-07 17-10-25,41,40,53,31,07/07/19 17:05
2019-07-07 17-15-26,42,39,63,26,07/07/19 17:10
2019-07-07 17-20-27,42,39,63,26,07/07/19 17:15
2019-07-07 17-25-28,41,40,66,25,07/07/19 17:20
2019-07-07 17-30-29,42,39,55,30,07/07/19 17:25
2019-07-07 17-35-30,41,40,71,23,07/07/19 17:30
2019-07-07 17-40-31,41,40,55,30,07/07/19 17:35
2019-07-07 17-45-32,41,40,53,31,07/07/19 17:40
2019-07-07 17-50-33,42,39,66,25,07/07/19 17:45
2019-07-07 17-55-34,41,40,56,29,07/07/19 17:50
2019-07-07 18-00-34,41,40,55,30,07/07/19 17:55
2019-07-07 18-05-35,41,40,56,29,07/07/19 18:00
2019-07-07 18-10-36,41,40,41,40,07/07/19 18:05
2019-07-07 18-15-37,42,39,61,27,07/07/19 18:10
2019-07-07 18-20-38,42,39,42,39,07/07/19 18:15
2019-07-07 18-25-39,42,39,59,28,07/07/19 18:20
2019-07-07 18-30-40,41,40,53,31,07/07/19 18:25
2019-07-07 18-35-41,41,40,66,25,07/07/19 18:30
2019-07-07 18-40-42,41,40,41,40,07/07/19 18:35
2019-07-07 18-45-43,41,40,63,26,07/07/19 18:40
2019-07-07 18-50-44,42,39,42,39,07/07/19 18:45
2019-07-07 18-55-45,41,40,55,30,07/07/19 18:50
2019-07-07 19-00-46,41,40,41,40,07/07/19 18:55
2019-07-07 19-05-47,41,40,41,40,07/07/19 19:00
2019-07-07 19-10-48,41,40,53,31,07/07/19 19:05
2019-07-07 19-15-49,42,39,42,39,07/07/19 19:10
2019-07-07 19-20-50,42,39,42,39,07/07/19 19:15
2019-07-07 19-25-51,42,39,59,28,07/07/19 19:20
2019-07-07 19-30-52,42,39,61,27,07/07/19 19:25
2019-07-07 19-35-53,41,40,61,27,07/07/19 19:30
2019-07-07 19-40-53,42,39,66,25,07/07/19 19:35
2019-07-07 19-45-54,41,40,63,26,07/07/19 19:40
2019-07-07 19-50-55,42,39,42,39,07/07/19 19:45
2019-07-07 19-55-56,41,40,63,26,07/07/19 19:50
2019-07-07 20-00-57,41,40,71,23,07/07/19 19:55
2019-07-07 20-05-58,42,39,71,23,07/07/19 20:00
2019-07-07 20-10-59,42,39,66,25,07/07/19 20:05
2019-07-07 20-16-00,41,40,63,26,07/07/19 20:10
2019-07-07 20-21-01,42,39,55,30,07/07/19 20:15
2019-07-07 20-26-02,42,39,59,28,07/07/19 20:20
2019-07-07 20-31-04,41,40,63,26,07/07/19 20:25
2019-07-07 20-36-04,41,40,63,26,07/07/19 20:30
2019-07-07 20-41-05,41,40,41,40,07/07/19 20:35
2019-07-07 20-46-06,42,39,55,30,07/07/19 20:40
2019-07-07 20-51-07,41,40,41,40,07/07/19 20:45
2019-07-07 20-56-08,41,40,59,28,07/07/19 20:50
2019-07-07 21-01-10,41,40,56,29,07/07/19 20:55
2019-07-07 21-06-10,41,40,56,29,07/07/19 21:00
2019-07-07 21-11-12,41,40,56,29,07/07/19 21:05
2019-07-07 21-16-18,41,40,51,32,07/07/19 21:10
2019-07-07 21-21-19,42,39,61,27,07/07/19 21:15
2019-07-07 21-26-20,41,40,55,30,07/07/19 21:20
2019-07-07 21-31-21,41,40,41,40,07/07/19 21:25
2019-07-07 21-36-22,41,40,41,40,07/07/19 21:30
2019-07-07 21-41-23,41,40,55,30,07/07/19 21:35
2019-07-07 21-46-24,41,40,55,30,07/07/19 21:40
2019-07-07 21-51-25,41,40,41,40,07/07/19 21:45
2019-07-07 21-56-26,41,40,56,29,07/07/19 21:50
2019-07-07 22-01-27,41,40,41,40,07/07/19 21:55
2019-07-07 22-06-28,41,40,41,40,07/07/19 22:00
2019-07-07 22-11-29,41,40,51,32,07/07/19 22:05
2019-07-07 22-16-30,41,40,55,30,07/07/19 22:10
2019-07-07 22-21-31,41,40,41,40,07/07/19 22:15
2019-07-07 22-26-31,41,40,41,40,07/07/19 22:20
2019-07-07 22-31-32,41,40,41,40,07/07/19 22:25
2019-07-07 22-36-33,41,40,41,40,07/07/19 22:30
2019-07-07 22-41-34,41,40,41,40,07/07/19 22:35
2019-07-07 22-46-35,41,40,41,40,07/07/19 22:40
2019-07-07 22-51-36,41,40,41,40,07/07/19 22:45
2019-07-07 22-56-37,41,40,41,40,07/07/19 22:50
2019-07-07 23-01-38,41,40,41,40,07/07/19 22:55
2019-07-07 23-06-39,41,40,41,40,07/07/19 23:00
2019-07-07 23-11-41,41,40,41,40,07/07/19 23:05
2019-07-07 23-16-42,41,40,41,40,07/07/19 23:10
2019-07-07 23-21-42,42,39,42,39,07/07/19 23:15
2019-07-07 23-26-43,42,39,42,39,07/07/19 23:20
2019-07-07 23-31-44,42,39,42,39,07/07/19 23:25
2019-07-07 23-36-45,42,39,42,39,07/07/19 23:30
2019-07-07 23-41-46,42,39,42,39,07/07/19 23:35
2019-07-07 23-46-47,42,39,42,39,07/07/19 23:40
2019-07-07 23-51-48,42,39,42,39,07/07/19 23:45
2019-07-07 23-56-49,42,39,42,39,07/07/19 23:50
2019-07-08 00-01-50,42,39,42,39,07/07/19 23:55
2019-07-08 00-06-51,42,39,42,39,08/07/19 0:00
2019-07-08 00-11-52,42,39,42,39,08/07/19 0:05
2019-07-08 00-16-53,42,39,42,39,08/07/19 0:10
2019-07-08 00-21-54,42,39,42,39,08/07/19 0:15
2019-07-08 00-26-55,42,39,42,39,08/07/19 0:20
2019-07-08 00-31-56,42,39,42,39,08/07/19 0:25
2019-07-08 00-36-57,42,39,42,39,08/07/19 0:30
2019-07-08 00-41-57,42,39,42,39,08/07/19 0:35
2019-07-08 00-46-58,42,39,42,39,08/07/19 0:40
2019-07-08 00-51-59,42,39,42,39,08/07/19 0:45
2019-07-08 00-57-00,42,39,42,39,08/07/19 0:50
2019-07-08 01-02-01,42,39,42,39,08/07/19 0:55
2019-07-08 01-07-02,42,39,42,39,08/07/19 1:00
2019-07-08 01-12-03,42,39,42,39,08/07/19 1:05
2019-07-08 01-17-04,42,39,42,39,08/07/19 1:10
2019-07-08 01-22-05,42,39,42,39,08/07/19 1:15
2019-07-08 01-27-06,42,39,42,39,08/07/19 1:20
2019-07-08 01-32-07,42,39,42,39,08/07/19 1:25
2019-07-08 01-37-08,42,39,42,39,08/07/19 1:30
2019-07-08 01-42-10,42,39,42,39,08/07/19 1:35
2019-07-08 01-47-10,42,39,42,39,08/07/19 1:40
2019-07-08 01-52-11,42,39,42,39,08/07/19 1:45
2019-07-08 01-57-12,42,39,42,39,08/07/19 1:50
2019-07-08 02-02-13,42,39,42,39,08/07/19 1:55
2019-07-08 02-07-14,42,39,42,39,08/07/19 2:00
2019-07-08 02-12-15,42,39,42,39,08/07/19 2:05
2019-07-08 02-17-15,42,39,42,39,08/07/19 2:10
2019-07-08 02-22-16,42,39,42,39,08/07/19 2:15
2019-07-08 02-27-17,42,39,42,39,08/07/19 2:20
2019-07-08 02-32-18,42,39,42,39,08/07/19 2:25
2019-07-08 02-37-19,42,39,42,39,08/07/19 2:30
2019-07-08 02-42-19,42,39,42,39,08/07/19 2:35
2019-07-08 02-47-20,42,39,42,39,08/07/19 2:40
2019-07-08 02-52-21,42,39,42,39,08/07/19 2:45
2019-07-08 02-57-22,42,39,42,39,08/07/19 2:50
2019-07-08 03-02-23,42,39,42,39,08/07/19 2:55
2019-07-08 03-07-24,42,39,42,39,08/07/19 3:00
2019-07-08 03-12-25,42,39,42,39,08/07/19 3:05
2019-07-08 03-17-26,42,39,42,39,08/07/19 3:10
2019-07-08 03-22-27,42,39,42,39,08/07/19 3:15
2019-07-08 03-27-28,42,39,42,39,08/07/19 3:20
2019-07-08 03-32-29,42,39,42,39,08/07/19 3:25
2019-07-08 03-37-30,42,39,42,39,08/07/19 3:30
2019-07-08 03-42-31,42,39,42,39,08/07/19 3:35
2019-07-08 03-47-32,42,39,42,39,08/07/19 3:40
2019-07-08 03-52-33,42,39,42,39,08/07/19 3:45
2019-07-08 03-57-34,42,39,42,39,08/07/19 3:50
2019-07-08 04-02-35,42,39,42,39,08/07/19 3:55
2019-07-08 04-07-36,42,39,42,39,08/07/19 4:00
2019-07-08 04-12-36,42,39,42,39,08/07/19 4:05
2019-07-08 04-17-37,42,39,42,39,08/07/19 4:10
2019-07-08 04-22-38,42,39,42,39,08/07/19 4:15
2019-07-08 04-27-39,42,39,42,39,08/07/19 4:20
2019-07-08 04-32-40,42,39,42,39,08/07/19 4:25
2019-07-08 04-37-40,42,39,42,39,08/07/19 4:30
2019-07-08 04-42-41,42,39,42,39,08/07/19 4:35
2019-07-08 04-47-42,42,39,42,39,08/07/19 4:40
2019-07-08 04-52-43,42,39,42,39,08/07/19 4:45
2019-07-08 04-57-44,42,39,42,39,08/07/19 4:50
2019-07-08 05-02-44,42,39,42,39,08/07/19 4:55
2019-07-08 05-07-45,42,39,42,39,08/07/19 5:00
2019-07-08 05-12-46,42,39,42,39,08/07/19 5:05
2019-07-08 05-17-47,42,39,42,39,08/07/19 5:10
2019-07-08 05-22-48,42,39,42,39,08/07/19 5:15
2019-07-08 05-27-49,42,39,42,39,08/07/19 5:20
,,,,,08/07/19 5:25
,,,,,08/07/19 5:30
,,,,,08/07/19 5:35
,,,,,08/07/19 5:40
,,,,,08/07/19 5:45
,,,,,08/07/19 5:50
,,,,,08/07/19 5:55
,,,,,08/07/19 6:00
,,,,,08/07/19 6:05
,,,,,08/07/19 6:10
,,,,,08/07/19 6:15
,,,,,08/07/19 6:20
,,,,,08/07/19 6:25
,,,,,08/07/19 6:30
,,,,,08/07/19 6:35
,,,,,08/07/19 6:40
,,,,,08/07/19 6:45
,,,,,08/07/19 6:50
,,,,,08/07/19 6:55
,,,,,08/07/19 7:00
,,,,,08/07/19 7:05
,,,,,08/07/19 7:10
,,,,,08/07/19 7:15
,,,,,08/07/19 7:20
,,,,,08/07/19 7:25
,,,,,08/07/19 7:30
,,,,,08/07/19 7:35
,,,,,08/07/19 7:40
,,,,,08/07/19 7:45
,,,,,08/07/19 7:50
,,,,,08/07/19 7:55
,,,,,08/07/19 8:00
,,,,,08/07/19 8:05
,,,,,08/07/19 8:10
,,,,,08/07/19 8:15
,,,,,08/07/19 8:20
,,,,,08/07/19 8:25
,,,,,08/07/19 8:30
,,,,,08/07/19 8:35
,,,,,08/07/19 8:40
,,,,,08/07/19 8:45
,,,,,08/07/19 8:50
,,,,,08/07/19 8:55
,,,,,08/07/19 9:00
,,,,,08/07/19 9:05
,,,,,08/07/19 9:10
,,,,,08/07/19 9:15
,,,,,08/07/19 9:20
,,,,,08/07/19 9:25
,,,,,08/07/19 9:30
,,,,,08/07/19 9:35
,,,,,08/07/19 9:40
,,,,,08/07/19 9:45
,,,,,08/07/19 9:50
,,,,,08/07/19 9:55
,,,,,08/07/19 10:00
,,,,,08/07/19 10:05
,,,,,08/07/19 10:10
,,,,,08/07/19 10:15
,,,,,08/07/19 10:20
,,,,,08/07/19 10:25
,,,,,08/07/19 10:30
,,,,,08/07/19 10:35
,,,,,08/07/19 10:40
,,,,,08/07/19 10:45
,,,,,08/07/19 10:50
,,,,,08/07/19 10:55
,,,,,08/07/19 11:00
,,,,,08/07/19 11:05
,,,,,08/07/19 11:10
,,,,,08/07/19 11:15
,,,,,08/07/19 11:20
,,,,,08/07/19 11:25
,,,,,08/07/19 11:30
,,,,,08/07/19 11:35
,,,,,08/07/19 11:40
,,,,,08/07/19 11:45
2019-07-08 11-50-09,42,39,42,39,08/07/19 11:50
2019-07-08 11-55-10,41,40,59,28,08/07/19 11:55
2019-07-08 12-00-11,41,40,63,26,08/07/19 12:00
2019-07-08 12-05-12,42,39,55,30,08/07/19 12:05
2019-07-08 12-10-13,41,40,66,25,08/07/19 12:10
2019-07-08 12-15-14,41,40,55,30,08/07/19 12:15
2019-07-08 12-20-14,42,39,68,24,08/07/19 12:20
2019-07-08 12-25-15,41,40,55,30,08/07/19 12:25
2019-07-08 12-30-16,42,39,42,39,08/07/19 12:30
2019-07-08 12-50-03,41,40,41,40,08/07/19 12:35
2019-07-08 12-55-04,41,40,41,40,08/07/19 12:40
2019-07-08 13-00-04,40,41,91,18,08/07/19 12:45
2019-07-08 13-05-05,41,40,82,20,08/07/19 12:50
2019-07-08 13-10-06,42,39,59,28,08/07/19 12:55
2019-07-08 13-15-07,41,40,61,27,08/07/19 13:00
2019-07-08 13-20-08,42,39,59,28,08/07/19 13:05
2019-07-08 13-25-09,42,39,55,30,08/07/19 13:10
2019-07-08 13-30-09,42,39,59,28,08/07/19 13:15
2019-07-08 13-35-10,41,40,55,30,08/07/19 13:20
,,,,,08/07/19 13:25
,,,,,08/07/19 13:30
,,,,,08/07/19 13:35
,,,,,08/07/19 13:40
,,,,,08/07/19 13:45
,,,,,08/07/19 13:50
,,,,,08/07/19 13:55
,,,,,08/07/19 14:00
,,,,,08/07/19 14:05
,,,,,08/07/19 14:10
,,,,,08/07/19 14:15
,,,,,08/07/19 14:20
,,,,,08/07/19 14:25
,,,,,08/07/19 14:30
,,,,,08/07/19 14:35
,,,,,08/07/19 14:40
,,,,,08/07/19 14:45
,,,,,08/07/19 14:50
,,,,,08/07/19 14:55
,,,,,08/07/19 15:00
,,,,,08/07/19 15:05
,,,,,08/07/19 15:10
,,,,,08/07/19 15:15
,,,,,08/07/19 15:20
,,,,,08/07/19 15:25
,,,,,08/07/19 15:30
,,,,,08/07/19 15:35
,,,,,08/07/19 15:40
,,,,,08/07/19 15:45
,,,,,08/07/19 15:50
,,,,,08/07/19 15:55
,,,,,08/07/19 16:00
,,,,,08/07/19 16:05
,,,,,08/07/19 16:10
,,,,,08/07/19 16:15
,,,,,08/07/19 16:20
,,,,,08/07/19 16:25
,,,,,08/07/19 16:30
,,,,,08/07/19 16:35
,,,,,08/07/19 16:40
,,,,,08/07/19 16:45
,,,,,08/07/19 16:50
,,,,,08/07/19 16:55
,,,,,08/07/19 17:00
,,,,,08/07/19 17:05
,,,,,08/07/19 17:10
,,,,,08/07/19 17:15
2019-07-08 17-22-00,42,39,75,22,08/07/19 17:20
2019-07-08 17-25-03,41,40,59,28,08/07/19 17:25
2019-07-08 17-30-04,41,40,55,30,08/07/19 17:30
2019-07-08 17-35-05,41,40,55,30,08/07/19 17:35
2019-07-08 17-40-06,41,40,51,32,08/07/19 17:40
2019-07-08 17-45-07,42,39,59,28,08/07/19 17:45
2019-07-08 17-50-08,42,39,59,28,08/07/19 17:50
2019-07-08 17-55-09,41,40,51,32,08/07/19 17:55
2019-07-08 18-00-10,41,40,66,25,08/07/19 18:00
2019-07-08 18-05-11,41,40,66,25,08/07/19 18:05
2019-07-08 18-10-12,42,39,75,22,08/07/19 18:10
2019-07-08 18-20-04,41,40,63,26,08/07/19 18:15
2019-07-08 18-25-05,42,39,71,23,08/07/19 18:20
2019-07-08 18-30-06,42,39,82,20,08/07/19 18:25
2019-07-08 18-35-07,41,40,82,20,08/07/19 18:30
2019-07-08 18-40-08,42,39,66,25,08/07/19 18:35
2019-07-08 18-45-09,41,40,68,24,08/07/19 18:40
2019-07-08 18-50-10,41,40,75,22,08/07/19 18:45
2019-07-08 18-55-11,41,40,86,19,08/07/19 18:50
2019-07-08 19-00-12,40,41,86,19,08/07/19 18:55
2019-07-08 19-05-13,41,40,86,19,08/07/19 19:00
2019-07-08 19-10-14,42,39,75,22,08/07/19 19:05
2019-07-08 19-15-16,41,40,66,25,08/07/19 19:10
2019-07-08 19-20-17,41,40,56,29,08/07/19 19:15
2019-07-08 19-25-18,42,39,78,21,08/07/19 19:20
2019-07-08 19-30-19,42,39,82,20,08/07/19 19:25
2019-07-08 19-35-20,41,40,63,26,08/07/19 19:30
2019-07-08 19-40-21,42,39,59,28,08/07/19 19:35
2019-07-08 19-45-22,42,39,61,27,08/07/19 19:40
2019-07-08 19-50-23,42,39,63,26,08/07/19 19:45
2019-07-08 19-55-29,42,39,82,20,08/07/19 19:50
2019-07-08 20-00-30,41,40,78,21,08/07/19 19:55
2019-07-08 20-05-31,42,39,55,30,08/07/19 20:00
2019-07-08 20-10-32,41,40,71,23,08/07/19 20:05
2019-07-08 20-15-33,41,40,71,23,08/07/19 20:10
2019-07-08 20-20-34,41,40,63,26,08/07/19 20:15
2019-07-08 20-25-35,42,39,82,20,08/07/19 20:20
2019-07-08 20-30-35,41,40,75,22,08/07/19 20:25
2019-07-08 20-35-37,40,41,97,17,08/07/19 20:30
2019-07-08 20-40-38,41,40,63,26,08/07/19 20:35
2019-07-08 20-45-38,42,39,53,31,08/07/19 20:40
2019-07-08 20-50-40,41,40,56,29,08/07/19 20:45
2019-07-08 20-55-41,42,39,61,27,08/07/19 20:50
2019-07-08 21-00-42,42,39,42,39,08/07/19 20:55
2019-07-08 21-05-42,41,40,68,24,08/07/19 21:00
2019-07-08 21-10-43,41,40,86,19,08/07/19 21:05
2019-07-08 21-15-44,42,39,91,18,08/07/19 21:10
2019-07-08 21-20-45,41,40,103,16,08/07/19 21:15
